model,lambda_ss,time,mean_new_infections,mean_active_infected,mean_cumulative_infected
strong,0.4000,154,0.000000,0.000000,378.664000
strong,0.4000,155,0.000000,0.000000,378.664000
strong,0.4000,156,0.000000,0.000000,378.664000
strong,0.4000,157,0.000000,0.000000,378.664000
strong,0.4000,158,0.000000,0.000000,378.664000
strong,0.4000,159,0.000000,0.000000,378.664000
strong,0.4000,160,0.000000,0.000000,378.664000
strong,0.4000,161,0.000000,0.000000,378.664000
strong,0.4000,162,0.000000,0.000000,378.664000
strong,0.4000,163,0.000000,0.000000,378.664000
strong,0.4000,164,0.000000,0.000000,378.664000
strong,0.4000,165,0.000000,0.000000,378.664000
strong,0.4000,166,0.000000,0.000000,378.664000
strong,0.4000,167,0.000000,0.000000,378.664000
strong,0.4000,168,0.000000,0.000000,378.664000
strong,0.4000,169,0.000000,0.000000,378.664000
strong,0.4000,170,0.000000,0.000000,378.664000
strong,0.4000,171,0.000000,0.000000,378.664000
strong,0.4000,172,0.000000,0.000000,378.664000
strong,0.4000,173,0.000000,0.000000,378.664000
strong,0.4000,174,0.000000,0.000000,378.664000
strong,0.4000,175,0.000000,0.000000,378.664000
strong,0.4000,176,0.000000,0.000000,378.664000
strong,0.4000,177,0.000000,0.000000,378.664000
strong,0.4000,178,0.000000,0.000000,378.664000
strong,0.4000,179,0.000000,0.000000,378.664000
strong,0.4000,180,0.000000,0.000000,378.664000
strong,0.4000,181,0.000000,0.000000,378.664000
strong,0.4000,182,0.000000,0.000000,378.664000
strong,0.4000,183,0.000000,0.000000,378.664000
strong,0.4000,184,0.000000,0.000000,378.664000
strong,0.4000,185,0.000000,0.000000,378.664000
strong,0.4000,186,0.000000,0.000000,378.664000
strong,0.4000,187,0.000000,0.000000,378.664000
strong,0.4000,188,0.000000,0.000000,378.664000
strong,0.4000,189,0.000000,0.000000,378.664000
strong,0.4000,190,0.000000,0.000000,378.664000
strong,0.4000,191,0.000000,0.000000,378.664000
strong,0.4000,192,0.000000,0.000000,378.664000
strong,0.4000,193,0.000000,0.000000,378.664000
strong,0.4000,194,0.000000,0.000000,378.664000
strong,0.4000,195,0.000000,0.000000,378.664000
strong,0.4000,196,0.000000,0.000000,378.664000
strong,0.4000,197,0.000000,0.000000,378.664000
strong,0.4000,198,0.000000,0.000000,378.664000
strong,0.4000,199,0.000000,0.000000,378.664000
strong,0.4000,200,0.000000,0.000000,378.664000
